新部件,CMD_PART_PALETTE_CMD_NEW_PART
部件设定,CMD_PART_PALETTE_CMD_SETTING
删除所选部件,CMD_PART_PALETTE_CMD_REMOVE_PART
删除被选择的部件（保留子项）,CMD_PART_PALETTE_CMD_REMOVE_SELECTED_PART_ONLY
,参数快捷方式
取消选择,CMD_PARAMETER_PALETTE_CLEAR_SELECTION
合并/取消合并,CMD_PARAMETER_PALETTE_SWITCH_COMBINED
选择上一个,CMD_PARAMETER_PALETTE_SELECT_PREV_ITEM
选择下一个,CMD_PARAMETER_PALETTE_SELECT_NEXT_ITEM
选择第一个关键点,CMD_PARAMETER_PALETTE_SELECT_FIRST_KEY
选择下一个关键点,CMD_PARAMETER_PALETTE_SELECT_NEXT_KEY
选择上一个关键点,CMD_PARAMETER_PALETTE_SELECT_PREV_KEY
选择最后一个关键点,CMD_PARAMETER_PALETTE_SELECT_LAST_KEY
选择默认关键点,CMD_PARAMETER_PALETTE_SELECT_DEFAULT
选择第一个垂直关键点（结合时）,CMD_PARAMETER_PALETTE_SELECT_FIRST_KEY_SEC
选择下一个垂直关键点（结合时）,CMD_PARAMETER_PALETTE_SELECT_NEXT_KEY_SEC
选择上一个垂直关键点（结合时）,CMD_PARAMETER_PALETTE_SELECT_PREV_KEY_SEC
选择最后一个垂直关键点（结合时）,CMD_PARAMETER_PALETTE_SELECT_LAST_KEY_SEC
,工具细节:变形路径编辑
追加控制点,CMD_TOOL_MODE_CONTROLLER_CONTROLLER_ADD_CONTROLPOINT
删除控制点,CMD_TOOL_MODE_CONTROLLER_CONTROLLER_DELETE_CONTROLPOINT
删除路径,CMD_TOOL_MODE_CONTROLLER_CONTROLLER_DISCONNECT_CONTROLPOINT
折线,CMD_TOOL_MODE_CONTROLLER_CONTROLLER_SET_CORNER
,工具细节:编辑胶水
重置笔刷A:B,CMD_TOOL_MODE_GLUE_WEIGHT_BRUSH_AB
重置笔刷A,CMD_TOOL_MODE_GLUE_WEIGHT_BRUSH_A
重置笔刷B,CMD_TOOL_MODE_GLUE_WEIGHT_BRUSH_B
吸附胶水,CMD_TOOL_MODE_GLUE_WEIGHT_BRUSH_CLOSER
,工具细节:图形路径工具
追加控制点,CMD_TOOL_MODE_ARTPATH_ADD_ARTPATH_POINT
删除控制点,CMD_TOOL_MODE_ARTPATH_DELETE_ARTPATH_POINT
调整控制中设置的不透明度,CMD_TOOL_MODE_ARTPATH_ADJUST_OPACITY
调整设置点中设置的厚度,CMD_TOOL_MODE_ARTPATH_ADJUST_WIDTH
折线,CMD_TOOL_MODE_ARTPATH_SET_CORNER
使用笔触创建图形路径,CMD_TOOL_MODE_ARTPATH_CREATE_WITH_STROKE
使用笔触编辑图形路径,CMD_TOOL_MODE_ARTPATH_EDIT_WITH_STROKE
,工具细节:网格编辑模式
选择箭头,CMD_TOOL_MODE_MESH_EDIT_ARROW
追加顶点,CMD_TOOL_MODE_MESH_EDIT_POINT_ADD
删除顶点,CMD_TOOL_MODE_MESH_EDIT_POINT_REMOVE
橡皮擦,CMD_TOOL_MODE_MESH_EDIT_ERASER
套索绳选择,CMD_TOOL_MODE_MESH_EDIT_LASSO
增加点,CMD_TOOL_MODE_MESH_EDIT_SUBDIVIDE_MESH
按笔触划分网格,CMD_TOOL_MODE_MESH_EDIT_STROKE_MESH
增加网格宽度,CMD_STROKE_MESH_EDIT_ADD_WIDTH
减少网格宽度,CMD_STROKE_MESH_EDIT_REDUCE_WIDTH
增加分割,CMD_STROKE_MESH_EDIT_ADD_SEGMENT_NUM
减少分割,CMD_STROKE_MESH_EDIT_REDUCE_SEGMENT_NUM
改变网格宽度的顶点数,CMD_STROKE_MESH_EDIT_TOGGLE_TYPE
笔触的确定,CMD_STROKE_MESH_EDIT_ON_END_EDIT
,临时快照
保存[1],CMD_SAVE_TEMP_SNAP_SHOT_0
保存[2],CMD_SAVE_TEMP_SNAP_SHOT_1
保存[3],CMD_SAVE_TEMP_SNAP_SHOT_2
保存[4],CMD_SAVE_TEMP_SNAP_SHOT_3
显示[1],CMD_SHOW_TEMP_SNAP_SHOT_0
显示[2],CMD_SHOW_TEMP_SNAP_SHOT_1
显示[3],CMD_SHOW_TEMP_SNAP_SHOT_2
显示[4],CMD_SHOW_TEMP_SNAP_SHOT_3
